id,cleanup_term,source,definition,exactmatch1,historynote,note,sourcenote,parent1id,parent2id,parent3id
1068,particle_shape_lineation,LineationType_2016,"Lineation defined by alignment of long axes of prolate-shaped particles such as clasts, fossils, crystals, or phenocrysts. Particles may be polycrystalline aggregates formed by deformation of pre-existing particles. General category does not specify genesis of particles or their alignment.",,,,this vocabulary,lineation,,
1069,particulate_constituent,CompoundMaterialConstituentPartRole_2016,Constituent occurs as a collection of particles that are characterized by average properties of the individual particles,http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0025,,,This vocabulary,top,,
1070,protomylonite_foliation,FoliationType_2016,Generic mylonitic foliation in which 10-50 percent of rock is matrix due to tectonic grain size reduction processes. Planar aspect of fabric may be quite subtle in weakly deformed rocks.,,,,"SLTTm 2004, Sibson 1977",generic_mylonitic_foliation,,
1071,plate_spreading_center,EventEnvironment_2016,Tectonic setting where new oceanic crust is being or has been formed at a divergent plate boundary. Includes active and inactive spreading centers.,http://resource.geosciml.org/classifier/cgi/eventenvironment/0107,,,this vocabulary,tectonic_setting,,
1072,pedostratigraphic_unit,GeologicUnitType_2016,"Geologic unit that represents a single pedologic horizon in a sequence of strata (consolidated or non-consolidated). The presence of an overlying geologic unit is required, but locally the soil horizon may be at the Earth surface (in which case is may be coincident with a Pedoderm). See discussion at https://www.seegrid.csiro.au/twiki/bin/view/CGIModel/PedostratigraphicUnit",http://resource.geosciml.org/classifier/cgi/geologicunittype/0019,,,"North American Commission on Stratigraphic Nomenclature, 1983, Morrison, 1995, INQUA/ISSS newsletter, Nov. 1995http://fadr.msu.ru/inqua/nl-archive/nl-8-11/howcan.html, ISSN 0256-2340.",geologic_unit,,
1073,propylitic_alteration,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0016,,,this vocabulary,alteration_not_specified,,
1074,pyroclastic_eruption,EventProcess2016,"Eruption produced by the generation and rapid expansion of a gas phase that disrupts magma, surrounding wall rock or sediment",http://resource.geosciml.org/classifier/cgi/eventprocess/0062,,,"Orton, G.J., 1996. Volcanic environments. 485-567 in Readingh.G. (ed.), Sedimentary Environments: Processes, Facies and Stratigraphy, Third Edition. Blackwell Science, Oxford",eruption,,
1075,physical_weathering,EventProcess2016,"The process of weathering by which frost action, salt-crystal growth, absorption of water, and other physical processes break down a rock to fragments, involving no chemical change",http://resource.geosciml.org/classifier/cgi/eventprocess/0058,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",weathering,,
1076,potassic_alteration,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0015,,,this vocabulary,alteration_not_specified,,
1077,polygonal_cylinder,GeologicUnitMorphology_2016,"Cylinder in which the edges bounding side surfaces are parallel or subparallel to cylinder axis. Cross section is polygon. Length of axis may be called height or thickness, and is typically in the vertical direction (distinguishing polygonal cylinder from tabular prism and wedge).",,,,This vocabulary,cylinder,,
1078,phyllitic_cleavage,FoliationType_2016,"Continuous cleavage in phyllitic rock, phyllosilicate mineral grains just barely visible, grain size midway between slaty cleavage and schist, typically has a satiny lustre.",,,,"SLTTm 2004, Geoscience Victoria, Australia",continuous_cleavage,,
1079,pyritic_alteration,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0017,,,this vocabulary,alteration_not_specified,,
1080,planar_lamination,FoliationType_2016,Lamination that is defined by planar bedding surfaces at the scale of description.,,,,this vocabulary,bedding_lamination_structure,,
1081,polygonal_profile,GeologicUnitMorphology_2016,Profile for which the ratio of length of longest chord to shortest chord is greater than 1.4.profile and a boundary that can be divided into distinct straight sides separated by higher curvature corners.,,,,This vocabulary,planar_profile,,
1082,pancake_ellipsoid,GeologicUnitMorphology_2016,Ellipsoid with H on order of .01 of L or W,,,,This vocabulary,ellipsoid,,
1083,primary_foliation,FoliationType_2016,Foliation formed during original process of deposition or crystallization of an igneous or sedimentary material.,,,,this vocabulary,foliation,,
1084,plinian_eruption,EventProcess2016,"An explosive eruption in which a steady, turbulent stream of fragmented magma and magmatic gas is released at a high velocity from a vent. Large volumes of tephra and tall eruption columns are characteristic",http://resource.geosciml.org/classifier/cgi/eventprocess/0059,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",pyroclastic_eruption,,
1085,pillow_ellipsoid,GeologicUnitMorphology_2016,Ellipsoid with H on order of 0.1 of L or W,,,,This vocabulary,ellipsoid,,
1086,parallel_bedding,FoliationType_2016,Bedding defined by parallel surfaces. Bedding structure may be lamination or layering.,,,,SLTTs 2004,bedding_fabric,,
1087,pencil_lineation,LineationType_2016,"Lineation defined by tendency of rock to break into long, slender pieces resembling pencils. Typically produced by intesection of bedding and cleavage or intersection of two cleavages. Fabric is generally only observed in weakly metamorphosed rocks.",,,,based on Neuendorf et al 2005,lineation,,
1088,partial_melting,EventProcess2016,"Process of melting involving only some of the mineral phases in a rock, to produce a mixture of melt and residual particles.",http://resource.geosciml.org/classifier/cgi/eventprocess/0057,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",melting,,
1089,pure_extraction,FaultMovementType_2016,An extraction fault with no discernible displacement within the fault plane.,http://resource.geosciml.org/classifier/cgi/faultmovementtype/0007,,,"Froitzheim, N., Pleuger, J. & Nagel, T.J., 2006. Extraction faults. Journal of Structural Geology v28, pp. 1388-1395.",extraction,,
1090,planar_profile,GeologicUnitMorphology_2016,"Shape is defined by intersection of body with some surface, generally either a cross section or map view",,,,This vocabulary,top,,
1091,plumbojarosite,"Chace, F.M. (1956)",,,,,,,,
1092,prolate_medium,ParticleAspectRatio_2016,"Particle are 'just elongated' in Sneed&Folk, (1958), S/L is between 0.3 and 0.5 and (L-I)/(L-S) is greater than 0.66.",,,,"Sneed and Folk, 1958, Pettijohn et al., 1972, NADM SLTTs, 2004",prolate,,
1093,porphyroblast,CompoundMaterialConstituentPartRole_2016,"Constituent occurs as crystals formed by metamorphic crystallization,set in a finer-grained groundmass.",http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0028,,,"Fettes and Desmons,2007",megacryst,,
1094,porphyroclast,CompoundMaterialConstituentPartRole_2016,"Relict crystal in metamorphic rock,in groundmass of relatively finer-grained material. Connotes that groundmass is result of tectonic reduction in grain size.",http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0029,,,"Spry,1969",megacryst,,
1095,perpendicular,,,,,,,,,
1096,predominantly,"Chace, F.M. (1956)",,,,,,,,
1097,dominantly,dh2loop_ProportionTerms,,,,,,,,
1098,dominant,ProportionTerms_2016,"Component constitutes greater than 75 percent of the volume of the described entity. This concept is intended to reflect absolute abundance (ie, considerably more than half) rather than relative abundance (ie, predominant component).  Note there is a mismatch between the URI name and the preferred label for this concept. ",0,0,0,this vocabulary,,,
1099,precipitation,ProcessingActivity_2016,"Precipitation in hydrometallurgy involves the chemical precipitation of either metals and their compounds or of the contaminants from aqueous solutions. Precipitation will proceed when, through reagent addition, evaporation, pH change or temperature manipulation, any given species exceeds its limit of solubility.",,,,http://en.wikipedia.org/wiki/Hydrometallurgy,chemical-treatment,,
1100,planar_sheet,GeologicUnitMorphology_2016,Sheet in which L and W axes are straight lines,,,,This vocabulary,sheet,,
1101,palygorskite,dh2loop_Minerals,,,,,,,,
1102,polar_wander,EventProcess2016,Process of migration of the axis of the earth's dipole field relative to the rotation axis of the Earth.,http://resource.geosciml.org/classifier/cgi/eventprocess/0060,,,this vocabulary,geomagnetic_process,,
1103,polyargyrite,"Chace, F.M. (1956)",,,,,,,,
1104,pyrophyllite,dh2loop_Minerals,,,,,,,,
1105,pseudomatrix,CompoundMaterialConstituentPartRole_2016,A type of matrix consisting of soft deformable framework grains that are squeezed and flattened between stronger framework grains.,http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0031,,,"NADM SLTTs 2004, Dickinson,1970",matrix,,
1106,pyromorphite,"Chace, F.M. (1956)",,,,,,,,
1107,pyroxmangite,dh2loop_Minerals,,,,,,,,
1108,plagioclase,dh2loop_Minerals,,,,,,,,
1109,planar_vein,GeologicUnitMorphology_2016,"Vein with length and width significantly greater than its thickness, giving the vein a tabular form",,,,This vocabulary,vein,,
1110,pleistocene,dh2loop_GeologicTime,,,,,,,,
1111,psilomelane,"Chace, F.M. (1956)",,,,,,,,
1112,pentlandire,"Chace, F.M. (1956)",,,,,,,,
1113,pentlandite,dh2loop_Minerals,,,,,,,,
1114,pumpellyite,dh2loop_Minerals,,,,,,,,
1115,pitchblende,"Chace, F.M. (1956)",,,,,,,,
1116,phenocrysts,"Chace, F.M. (1956)",,,,,,,,
1117,porphyritic,,,,,,,,,
1118,precambrian,dh2loop_GeologicTime,,,,,,,,
1119,cambrian,dh2loop_GeologicTime,,,,,,,,
1120,precipitous,,,,,,,,,
1121,predominant,ProportionTerms_2016,"Constituent forms more of the described entity than any other constituent. (ie, relative abundance)",0,0,0,17-12-2009 Added based on reviews for OneGeology Europe,,,
1122,proterozoic,dh2loop_GeologicTime,,,,,,,,
1123,protomatrix,CompoundMaterialConstituentPartRole_2016,"A type of matrix consisting of un-recrystallized detrital clayey lutum (clay fraction,less than 2 micron) in weakly consolidated rocks.",http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0030,,,"NADM SLTTs 2004, Dickinson,1970",matrix,,
1124,pseudomorph,ParticleType_2016,"Constituent particle that has the outward form of a mineral species or particle type, but the original minerals composing the particle have been altered or replaced by different minerals, a secondary mineral whose outward crystal form has been inherited from the orignal mineral it has replaced",,,,"Neuendorf et al. 2005, Spry 1969, Fettes and Desmons, 2007",crystalline_grain,,
1125,pyrargyrite,"Chace, F.M. (1956)",,,,,,,,
1126,plagionite,"Chace, F.M. (1956)",,,,,,,,
1127,paleoblast,ParticleType_2016,"A crystal or remnant of a crystal that is older than other mineral grains in the rock, especially in metamorphic rocks",,,,Neuendorf et al. 2005,crystalline_grain,,
1128,phlogopite,dh2loop_Minerals,,,,,,,,
1129,polybasite,"Chace, F.M. (1956)",,,,,,,,
1130,polydymite,"Chace, F.M. (1956)",,,,,,,,
1131,polyhalite,"Chace, F.M. (1956)",,,,,,,,
1132,pyrolusite,"Chace, F.M. (1956)",,,,,,,,
1133,propylitic,dh2loop_AlterationType,,,,,,,,
1134,phenoclast,CompoundMaterialConstituentPartRole_2016,A relatively large and conspicuous fragment in a sediment or sedimentary rock,http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0026,,,"Neuendorf et al.,2005",particulate_constituent,,
1135,paragonite,dh2loop_Minerals,,,,,,,,
1136,phenocryst,CompoundMaterialConstituentPartRole_2016,Constituent occurs as crystals that are distinctly larger than a groundmass of enclosing crystals. Used only in igneous rocks.,http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0027,0,0,Neuendorf et al. 2005,,,
1137,pore_space,ParticleType_2016,Open space between particles in a granular aggregate.,,,,"Neuendorf et al 2005, this vocabulary",cavity,,
1138,proportion,"Chace, F.M. (1956)",,,,,,,,
1139,provenance,dh2loop_RelativeLocation,,,,,,,,
1140,pyrrhotite,"Chace, F.M. (1956)",,,,,,,,
1141,paleocene,dh2loop_GeologicTime,,,,,,,,
1142,phacolith,GeologicUnitMorphology_2016,"Concordant, lenticular intrusion, emplaced along a fold axis",,,,This vocabulary,geologic_body,,
1143,pipe-like,EarthResourceShape_2016,"A roughly cylindrical body, which may reduce in diameter at one end like a funnel",http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/cylinder,,,BGS Mineral Occurrence Database,top,,
1144,pyroclast,ParticleType_2016,"An individual particle ejected during a volcanic eruption. (Jackson, 1997, p. 521). Clast whose origin is a direct result of volcanic process (excludes fragments in lava autobreccia) and has not been reworked by sedimentary processes (Gillespie and Styles 1999).",,,,"NADM SLTTs 2004, Jackson, 1997, Gillespie and Styles 1999",granular_particle,,
1145,paramorph,ParticleType_2016,A pseudomorph with the same composition as the original crystal (eg: calcite after aragonite),,,,"Neuendorf et al., 2005",pseudomorph,,
1146,pargasite,dh2loop_Minerals,,,,,,,,
1147,patronire,"Chace, F.M. (1956)",,,,,,,,
1148,peperitic,,,,,,,,,
