Comments_Field,Comment_Attr_val,Comment_cleaned_text,Comment_Fuzzy_wuzzy,Comment_Score,
Comment,"rhyodacite/rhyodac bx str fol mod clt fol; cs qtz; locally v massive with few qtz","rhyodacite rhyodac bx  str fol  mod clt fol  cs qtz  locally v massive with few qtz",rhyolite,100,
Comment,rhyodacite/rhyodacite bx and sed bx,rhyodacite rhyodacite bx and sed bx,rhyolite,100,
Comment,rhyodacite? Variably quartz eyed,rhyodacite variably quartz eyed,rhyolite,100,
Comment,Rhyodacite with abdt uniform qtz phenos,rhyodacite with abdt uniform qtz phenos,rhyolite,100,
Comment,"rhyolite as above 196.1-196.5 dac/rhyo contact visible","rhyolite as above  196 1 196 5 dac rhyo contact visible",rhyolite,100,
Comment,rhyolite intensely foliated near base,rhyolite intensely foliated near base,rhyolite,100,
Comment,"RHYOLITE I NTRUSION MINOR BRECCIA","rhyolite i ntrusion  minor breccia",rhyolite,100,
Comment,"rhyolite strongly sericitic aphyric minor chlorite","rhyolite  strongly sericitic  aphyric  minor chlorite",rhyolite,100,
Comment,? Rhyolite though contacts appear conformable,rhyolite though contacts appear conformable,rhyolite,100,
Comment,Rhy w/ common 2-3mm qzphs. Alt is spo/bnd giving pseudo bx txt. Poss some thin bx intervals b/w flows at 1514 to 1515m. Pat ds py. shear at 1512.3 for 300mm poss aquifer.,rhy w common 2 3mm qzph s  alt is spo bnd giving pseudo bx txt  poss some thin bx intervals b w flows at 1514 to 1515m  pat ds py  shear at 1512 3 for 300mm poss aquifer ,Other,21,
Comment,"Rhy w/strong ser i/p crackle bxiation i/p and fragmental qz/ca veining ie broken up rock with si/ca infill and sedimentary horizins","rhy w strong ser and sedimentary horizins",Other,50,
Comment,RICH IN QTZ AND FELD,rich in qtz and feld,Other,47,
Comment,"RIDGE APPROX 50M TO EAST SIF/BIF.","ridge approx 50m to east  sif bif ",banded_iron_formation,100,
Comment,"RIMMED FELDSPARS LARGE ROUND QTZ EYES","rimmed feldspars  large round qtz eyes",Other,44,
Comment,RIP UP CLAST OF SC2 AT 1576,rip up clast of sc2 at 1576,Other,44,
Comment,RIR & RSI = RUC,rir   rsi = ruc,Other,43,
Comment,rlc aqua gn col,rlc aqua gn col,Other,47,
Comment,rlc c piles gn chips when broken.,rlc c piles gn chips when broken ,Other,40,
Comment,"rlc c to oc col clays.","rlc  c to oc col clays ",mud,100,
Comment,rlc c to oc col clays.,rlc  c to oc col clays ,mud,101,
Comment,"rlc d oc piles c col chips.","rlc  d oc piles  c col chips ",Other,40,
Comment,rlc d oc piles c col chips.,rlc  d oc piles  c col chips ,Other,40,
Comment,rlc gn clays coated with oc col cly. hol abd. due to swell clays.,rlc gn clays coated with oc col cly  hol abd  due to swell clays ,mud,101,
Comment,rlc gn p col.,rlc gn p col ,Other,43,
Comment,rlc gn to l oc clay,rlc gn to l oc clay,mud,101,
Comment,"rlc gn to oc col clays.","rlc  gn to oc col clays ",mud,100,
Comment,"rlc l gn bld app.","rlc  l gn bld app ",Other,40,
Comment,rlc l gn bld app.,rlc  l gn bld app ,Other,40,
Comment,rlc l gnn & l r.,rlc l gnn   l r ,Other,40,
Comment,"rlc mo gnto oc clays.","rlc  mo gn to oc clays ",mud,100,
Comment,"rlc oc col gn on inside.","rlc  oc col  gn on inside ",Other,43,
Comment,rlc oc col gn on inside.,rlc  oc col  gn on inside ,Other,43,
Comment,"rlc oc col piles and c col. chips when broken.","rlc  oc col piles and c col  chips when broken ",Other,38,
Comment,rlc oc col piles and c col. chips when broken.,rlc  oc col piles and c col  chips when broken ,Other,38,
Comment,"rlc-oc r gn col clays.","rlc oc  r  gn  col clays ",mud,100,
Comment,rlc oc togn col,rlc oc togn col,Other,50,
Comment,"rlc red/bn piles-chips gn.","rlc  red bn piles chips gn ",Other,42,
Comment,rlc red/bn piles-chips gn.,rlc  red bn piles chips gn ,Other,42,
Comment,"rlc red piles gn chips when broken.","rlc  red piles gn chips when broken ",Other,38,
Comment,rlc red piles gn chips when broken.,rlc  red piles gn chips when broken ,Other,38,
Comment,rlc r & l gn. r chips almost rsp.,rlc r   l gn  r chips almost rsp ,Other,37,
Comment,RLC & RSP = G SMECTITE EX U,rlc   rsp = g smectite,Other,56,
Comment,"rlm gn and red clays.","rlm  gn and red clays ",mud,100,
Comment,rlm gn and red clays.,rlm  gn and red clays ,mud,101,
Comment,"rlm gn to red clays.","rlm  gn to red clays ",mud,100,
Comment,rlm gn to red clays.,rlm  gn to red clays ,mud,101,
Comment,"rlm l gn to l oc clays.","rlm  l gn to l oc clays ",mud,100,
Comment,rlm l gn to l oc clays.,rlm  l gn to l oc clays ,mud,101,
Comment,"rlm lgn to l r clays.","rlm  lgn to l r clays ",mud,100,
Comment,rlm lgn to l r clays.,rlm  lgn to l r clays ,mud,101,
Comment,"rlm l gn to r clays.","rlm  l gn to r clays ",mud,100,
Comment,rlm l gn to r clays.,rlm  l gn to r clays ,mud,101,
Comment,"rlm lgn to red clays.","rlm  lgn to red clays ",mud,100,
Comment,"rlm mo gn to r clays.","rlm  mo gn to r clays ",mud,100,
Comment,"rlm mo r and w clays.","rlm  mo r and w clays ",mud,100,
Comment,"rlm red & gn clays.","rlm  red   gn clays ",mud,100,
Comment,rlm red & gn clays.,rlm  red   gn clays ,mud,101,
Comment,"rlm red & gn col clays.","rlm  red   gn col clays ",mud,100,
Comment,rlm re to gn mo clays.,rlm re to gn mo clays ,mud,101,
Comment,rlp oc col cutan.,rlp oc col cutan ,Other,48,
Comment,"rlp/rlc mo gn to oc colclays/pis.","rlp rlc  mo gn to oc colclays pis ",Other,39,
Comment,RLZ = PALLID CLYS IN-SITU?,rlz = pallid clys,Other,54,
Comment,"r maroon col tmsh/ssm/ssh fos fgn","r  maroon col tmsh ssm ssh  fos  fgn ",Other,34,
Comment,rock chip -> leuco mgo,rock chip   leuco mgo,fine_crystalline_sedimentary,100,
Comment,ROCK IS DARK GREEN BLACK SIL ROCK ?SIL U WITH GGROCK ALSO PRESENT U - EOH.,rock is dark green black sil rock   eoh ,unclassified_rock,101,
Comment,ROCKSAMPLE,rocksample,Other,74,
Comment,ROCKSAMPLE43.7M,rocksample43 7m,Other,58,
Comment,ROCKSAMPLE54.0-54.2,rocksample54 0 54 2,Other,50,
Comment,Rock type changing to FTO,rock type changing to fto,fine_crystalline_sedimentary,100,
Comment,"Rock type largely the same but  veining becomes lagely quartz with sulphides both PY and CPY more common. Occasional epidote and plagioclase in veining. Possible haematite alteration in places minro","rock type largely the same  but veining becomes lagely quartz  with sulphides ",fine_crystalline_sedimentary,100,
Comment,Rocktypes include slst and RHD,rocktypes include slst and rhd,Other,43,
Comment,"r oc to l gn rsp-ssm.","r  oc to l gn rsp ssm ",Other,39,
Comment,"rods bogged in hole-strongly fol & mod fract ground at EOH. Shifting or swelling ground grabbing rods unable to free rods so blasted them off 15m behind the end of the barrel","rods bogged in hole strongly fol   mod fract ground at eoh  shifting or swelling ground grabbing rods  unable to free rods so blasted them off 15m behind the end of the barrel",unclassified_rock,100,
Comment,Rough fining up sequences of sdbx / hybx grading into sandy slsts / sdst and slsts. matrix around bx is weakly clt and si alt. Spo py replacing a few clasts I/ps. rare qtz in gmass.,rough fining up sequences of sdbx hybx grading into sandy slst s sdst and slst s  matrix around bx is weakly clt and si alt  spo py replacing a few clasts i p s  rare qtz in g mass ,Other,21,
Comment,"ROUNDED AND STRETCHED VARIABLY POR SI AND CLT CLASTS PARALLE STRONG FOLIATION COMMON QZ","rounded and stretched variably por si and clt clasts paralle strong foliation  common qz",Other,29,
Comment,"rounded and transluscent quartz eyes abudant stretched chlorite  alt phenos","rounded and transluscent quartz eyes  abudant stretched chlorite alt phenos",vein,100,
Comment,"ROUNDED BALLS OF CLAY APPLE GREEN COULOUR - FUCHSITE?","rounded balls of clay  apple green coulour   fuchsite",mud,100,
Comment,"ROUNDED CLASTS SPOTTY CLT CLASTS RARE ROUNDED CLASTS","rounded clasts  spotty clt clasts  rare rounded clasts",Other,53,
Comment,"ROUNDED CLT AND SI CLASTS MOSTLY LESS THAN 12mm","rounded clt and si clasts  mostly less than 12mm",Other,42,
Comment,"ROUNDED CLT AND SI CLASTS RARE RED 6mm JASPER CLASTS","rounded clt and si clasts  rare red 6mm jasper clasts",banded_iron_formation,100,
Comment,Rounded dgy-bl qz crystals,rounded dgy bl qz crystals,Other,47,
Comment,Rounded feldspars,rounded feldspars,Other,62,
Comment,"Rounded Qtz Alteration increasing downhole","rounded qtz  alteration increasing downhole",Other,41,
Comment,"ROUNDED QTZ NO FELDSPAR PHENOS","rounded qtz  no feldspar pheno s",Other,48,
Comment,"rounded quartz eyes less abundant subhedral sericite altered phenocrysts","rounded quartz eyes  less abundant subhedral sericite altered phenocrysts",vein,100,
Comment,"ROUNDED QZ PHENOS 1-8mm PALE YE WISPY INTERGROWN SE/CARB?","rounded qz phenos 1 8mm  pale ye wispy intergrown se carb",Other,33,
Comment,ROUNDED SAND/GRAVEL - TRANSPORTED - BASAL DEPOSITS IN PALAEODRAINAGE,rounded sand gravel   transported   basal deposits in palaeodrainage,gravel,100,
Comment,Rounded sdst and qtz in feo alt sap clays kadinitic sap clays w/ slst and sdst chips. Poss goss at 27m.,rounded sdst and qtz in feo alt sap clays kadinitic sap clays w slst and sdst chips  poss goss at 27m ,mud,100,
Comment,Rounded sdst and slst in saprolite clays,rounded sdst and slst in saprolite clays,mud,101,
Comment,"ROUNDED SI AND CLT CLASTS UP TO 15mm PERVASIVE SI-SE ALT WITH CLT SPECKS","rounded si and clt clasts up to 15mm  pervasive si se alt with clt specks",Other,37,
Comment,ROUNDED SI CLASTS IN CLT MATRIX,rounded si clasts in clt matrix,Other,48,
Comment,"ROUNDED SI CLASTS IN PATCHY SE-CLT MATRIX FOLIATION DEFINED BY CLT AND PY VEINING","rounded si clasts in patchy se clt matrix  foliation defined by clt and py veining",Other,32,
Comment,ROUNDED SI GRAINS,rounded si grains,Other,71,
Comment,"rounded silica and chlorite clasts alt bands some QZ specks of magnetite","rounded silica and chlorite clasts  alt bands  some qz  specks of magnetite",Other,38,
Comment,ROUNDED TO SUB ROUNDED AMY 1-3mm MINOR QBVN,rounded to sub rounded amy 1 3mm minor qbvn,Other,40,
Comment,"Rounded to subrounded rarely ca altered QE ca altered amygdales","rounded to subrounded rarely ca altered qe  ca altered amygdales",Other,38,
Comment,Rounded transported pebbles in clay grading into sap.clay.,rounded transported pebbles in clay grading into sap clay ,mud,101,
Comment,"R PL TO OC COL RSP CLAYS.","r  pl  to oc col  rsp clays ",mud,100,
Comment,R? = POSS X?,r = poss x,Other,46,
Comment,Rreturn to fresh rock,rreturn to fresh rock,fine_crystalline_sedimentary,101,
Comment,RSP = B & G CLYS = EX U POSS SCH SHD U?,rsp = b   g clys = ex u,Other,43,
Comment,"rsp bn fow u swelling oc col clays.","rsp  bn  fow  u swelling oc col clays ",mud,100,
Comment,RSP CLAYS,rsp clays,mud,101,
Comment,RSP CLAYS.,rsp clays ,mud,101,
Comment,"rsp clays c oc bn col.","rsp clays  c  oc bn col ",mud,100,
Comment,"rsp col pl r and oc. may be a m/m u","rsp  col pl  r  and oc  may be a m m u",Other,39,
Comment,rsp col pl r and oc. may be a m/m u?,rsp  col pl  r  and oc  may be a m m u,Other,39,
Comment,RSP = EX U,rsp = ex u,Other,43,
Comment,RSP = EX U?,rsp = ex u,Other,43,
Comment,RSP EX U?,rsp,Other,57,
Comment,RSP = EX U G CLYS,rsp = ex u,Other,43,
Comment,RSP = EX U MINOR G CLAYS,rsp = ex u,Other,43,
Comment,"rsp fow fis l oc to l p ssm or ssh.","rsp  fow fis l oc to l p ssm or ssh ",Other,33,
Comment,rsp fow fis l oc to l p ssm or ssh.,rsp  fow fis l oc to l p ssm or ssh ,Other,33,
Comment,RSP = FOW SSL??,rsp = fow ssl,Other,44,
Comment,RSP = G & B CLYS = EX U,rsp = g   b clys = ex u,Other,43,
Comment,RSP = GB CLYS = EX U CLYS,rsp = gb clys = ex u clys,Other,45,
Comment,RSP = G SMECTITE EX U,rsp = g smectite,Other,61,
Comment,"rsp kh lgn fgn","rsp  kh  lgn  fgn",Other,36,
Comment,RSP? = LAM SS?,rsp = lam ss,Other,53,
Comment,"rsp l gn to pl col.","rsp  l gn to pl col ",Other,44,
Comment,"rsp l kh fom fgn m/u","rsp  l kh  fom  fgn m u",Other,33,
Comment,rsp may be weath mv,rsp may be weath mv,Other,48,
Comment,rsp may be weath mv?,rsp may be weath mv,Other,48,
Comment,RSP = M CYS??,rsp = m cys,Other,43,
Comment,"rsp meta-ssh fgn phyllitic text fis.","rsp   ssh  fgn  phyllitic text  fis ",Other,42,
Comment,rsp meta-ssh fgn phyllitic text fis.,rsp   ssh  fgn  phyllitic text  fis ,Other,42,
Comment,"rsp meta-uv gn/pl col.","rsp   uv gn pl col ",Other,48,
Comment,RSP = MINOR G CLYS = EX U,rsp = minor g clys = ex u,Other,37,
Comment,"rsp m/m ssm or m/u.","rsp  m m ssm or m u ",Other,43,
Comment,"rsp m/m  ssm/ssh","rsp  m m ssm ssh",Other,44,
Comment,"rsp mo r & gn ","rsp  mo r   gn   ",Other,42,
Comment,RSP = MV,rsp = mv,Other,46,
Comment,rsp poss. mv altn ch,rsp poss  mv altn ch,Other,45,
Comment,RSP = POSS TMSH?,rsp = poss tmsh,Other,48,
Comment,"rsp r col ssm-ssh rlc also bld clay.","rsp r col ssm ssh  rlc also bld clay ",mud,100,
Comment,RSP & RLC = G SMECTITE EX U,rsp   rlc = g smectite,Other,56,
Comment,"rsp r & oc col","rsp  r   oc col",Other,50,
Comment,"rsp/rsr col gn to pl fow chloritic mv","rsp rsr  col gn to pl  fow  chloritic  mv",Other,41,
Comment,"rsp/rsr fgn fomchloritic mvmcs","rsp rsr  fgn fom chloritic  mvmcs",Other,38,
Comment,RSP/RSR MCS SHEARED MMV.,rsp rsr mcs sheared mmv ,Other,46,
Comment,RSP & RSR = MV,rsp   rsr = mv,Other,45,
Comment,RSP & RSR = U,rsp   rsr = u,Other,43,
Comment,"rsp/rsr uv- fgn suggest of cum text fow.","rsp rsr  uv  fgn suggest of cum text  fow ",Other,30,
Comment,"rsp r to gn poss mmv going from pevious hole. gw @ 24m.","rsp  r to gn  poss  mmv going from pevious hole  gw   24m ",Other,37,
Comment,RSP = SHD U?,rsp = shd u,Other,47,
Comment,RSP = SK?,rsp = sk,Other,55,
Comment,RSP = SK? O SSL?,rsp = sk o ssl,Other,40,
Comment,RSP = SSL,rsp = ssl,Other,53,
Comment,RSP = SSL?,rsp = ssl,Other,53,
Comment,RSP = SSL / SBS,rsp = ssl sbs,Other,42,
Comment,RSP = SSL VFG FIS LAM SAP,rsp = ssl,Other,53,
Comment,RSP = SSM?,rsp = ssm,Other,50,
Comment,"rsp ssm lgn to oc doc 0.5m","rsp  ssm lgn to oc  doc 0 5m",Other,40,
Comment,rsp ssm lgn to oc doc 0.5m,rsp  ssm lgn to oc  doc 0 5m,Other,40,
Comment,"rsp ssm w aweak fol dev.","rsp  ssm w aweak fol dev ",Other,41,
Comment,RSP = TMPH,rsp = tmph,Other,46,
Comment,RSP = TMPH?,rsp = tmph,Other,46,
Comment,RSP = TMSH,rsp = tmsh,Other,62,
Comment,RSP = TMSH?,rsp = tmsh,Other,62,
Comment,RSP = TMSH EX U??,rsp = tmsh,Other,62,
Comment,RSP = U,rsp = u,Other,44,
Comment,RSP = U?,rsp = u,Other,44,
Comment,RSP = U CLYS,rsp = u clys,Other,53,
Comment,RSP = U CLYS = EX U,rsp = u clys = ex u,Other,53,
Comment,RSP = UTC,rsp = utc,Other,50,
Comment,rsp- uv l gn col.,rsp  uv l gn col ,Other,50,
Comment,"rsp u w cum text - ukv or upd non fol.","rsp  u w cum text   ukv or upd  non fol ",Other,33,
Comment,rsp u w cum text - ukv or upd non fol.,rsp  u w cum text   ukv or upd  non fol ,Other,33,
Comment,RSP? = V FERRUGINOUS W SILICIFIED SCHIST POSS EX CHL SCHIST,rsp = v ferruginous w silicified schist,schist,101,
Comment,RSR/RSP METM OR KOMB,rsr rsp metm or komb,Other,40,
Comment,RSR = SCH SHD U,rsr = sch shd u,Other,43,
Comment,RSR = U,rsr = u,Other,40,
Comment,RSR & U,rsr   u,Other,40,
Comment,"RStill hard and siliceous but tonalite texture no longer swamped out by alt. Minor SIEP Veins","rstill hard and siliceous  but tonalite texture no longer swamped out by alt  minor siep veins",tonalite,100,
Comment,r.strongly/se-streaked/foliated qz eye rhyadacite with dk gy chloritic streaks/patches throughout,r strongly se streaked foliated qz eye rhyadacite with dk gy chloritic streaks patches throughout,patches,100,
